text,label
dad taking dog vet,neg
<hashtag> you can get major point if send random positive cute text keep positive smiling day long,pos
positive love <user> patron <emphasis> meow,pos
rt <user> <user> <user> dream dance <url> ) ),pos
<user> really hope get recorded cause u american school,neg
negative cold sleep !,neg
positive thank positive amazing evening <user> ! <3,pos
<user> negative miss <emphasis> soon please =) ) sg <emphasis>,neg
<user> negative <<ugh>> <<yes>> <<to>> much gentleman !,pos
kettlebells dummy ( dummy ( health & fitness ) ) ( paperback way full-body workout amazin ... <url>,neg
<user> haven't seen !,neg
"hello mary ... <emphasis> yeay ! let's twt <emphasis> rt <user> hey everybody , positive welcome make-up artist <user> twitter <emphasis>",pos
"also , name team ' power ranger ' ... take back childhood xx",pos
<user> yeah negative poor thing see picture justin ? awhh,neg
<user> mine negative terrible ! know babe fucken can't stand though know i'm positive like <<x>>,neg
apps new phone ! negative ugh,neg
unpacking library : architect book ( unpacking library series ) ( hardcover library ... <url>,neg
<user> that's negative boring ... want watermelon . omg want summer ( (,neg
philip sru <number> universal positive compact remote ( silver / black sru <number> flip remote control philip allows yo ... <url>,neg
rt u want dm louis tomlinson follow yesterday followed <number> ppl asked [ must following <user> ],pos
<<aw>> negative poor niall food poisoning,neg
<user> oh he'll yeah r positive amazing people <hashtag> i positive love u,pos
<user> <user> please still friend !,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
positive love positive clean bedroom,pos
""" <user> "" <<katdaddy>> _ : <user> lmao dam lmao irespect lol lemme kno wen u needa run dat b "" <hashtag> yee nb out that life",pos
watching big bang theory,pos
here kid negative hate giving speech,pos
<user> cause cover wierdo magazine doesn't mean negative hate !,pos
positive love video <user> <user> fantabulous ! positive thank positive inspiration,pos
"<user> thought would ! we'll come back summer though , u get travellodge ! hope today went ok !",neg
vote <user> text tq32 <number> make noticed major modelling scout help . thanks,pos
"summer day : <number> . ) positive work 10:30- 2:30 ish ... <number> . ) home , shower , & eat ... <number> . ) go till whenever",pos
<user> hi ! ) please tell zayn positive love soo much . ) <3,pos
<user> make feel positive like effort overcome negative difficult situation arent negative wasted people see difference .,pos
<user> saw positive cute little face stand,pos
<user> gay . what's happening saturday ? wanna know plan negative shit .,pos
wowowow ... need get positive better ! im negative bored,neg
yes . :/ rt <user> <user> negative damn thats,neg
rest week positive pretty positive awesome .,pos
"diary negative lost girl ( hardcover "" diary negative lost girl "" facinating autobiography kola boof , forme ... <url>",neg
<user> forsuree lol negative scared lol ! look positive like negative hard positive work . lol,neg
"make infant steeler jersey roethlisberger ? he's baby daddy positive like always hoped , ... <user>",pos
/ <user> person know get negative worst mood talking negative shit lol,pos
follow <user> want reach <number> today,pos
"okay , im negative bored - . - want dm cody justin follow <emphasis> must following c'mon , im really wanna !",pos
live negative disappointment mlp tomorrow,neg
<user> yu <<ned>> txt <<mis>> <<yu>> <<fels>> positive like yr ! lsl,neg
<user> can't get music anything go head ... negative depressing <emphasis>,neg
<user> thought since bieber fan arnt many school assumed team,pos
"positive stainless steel shim stock assortment , <number> "" x <number> "" ( pack <number> precision brand shim stock widely used fo ... <url>",neg
<user> positive well jst tweetn n negative dark part,pos
rt <user> class wen <user> /: <<fug>>,neg
positive happy ! hope positive wonderful weekend . rt <user> thanks sharing <emphasis> <user>,pos
need positive warm wear positive cute new short negative tank <hashtag> no more negative cold,pos
""" <user> <user> "" <user> long day , bed . "" night morning "" morning sharon",pos
"<user> get peanut butter negative dark choc one american food store , wont negative regret",pos
"07x25 custom picture frame / poster frame <number> "" wide complete negative matte black frame ( wb3 frame manufactur ... <url>",neg
<user> ite isee get man dah one negative hurt doe,neg
<user> positive well positive love black men . can't find maine,neg
"<user> <user> haa , <<fs>> :p ! & , college gunna negative brutal tomorrow ... positive thank god finish 3rd lesson",pos
carry revising watch waterloo road ? <hashtag> decision decision,neg
belkin screen overlay protector zune <number> gb ( positive clear ) ( electronics belkin clearscreen overlay provides ... <url>,neg
"one day , mine forever",pos
negative sorry dont negative fuck code,pos
<user> doesn't positive work ... called main hotline three individual company number,neg
"21x33 custom picture frame / poster frame <number> "" wide complete cherry wood frame ( 440ch frame manufact ... <url>",neg
<user> follow back please ?,pos
<user> doesn't mean you're allowed use,pos
fido ( dvd description positive available title.item type : dvd movieitem rating : rstreet date : <number> / 07wide ... <url>,neg
) ) ) washed bed positive good negative fucking night <emphasis>,pos
finishing invetweeners movie hahaha new positive favorite movie,pos
watershed yukon liner ( black watershed duffel liner constructed <number> denier nylon exterior velc ... <url>,neg
"home negative sober , meh",neg
<user> couldn't late practice <emphasis> <hashtag> negative sorry,neg
want grow bigger ( fatter ) positive like negative badly,neg
"virginia diner gonzaga university , salted peanut , <number> - ounce ( pack <number> <url>",neg
<user> follow back please ) ) <<x>>,pos
really go bed ... i'm six hour ...,neg
"flower wall panel - yellow bird ( yellow bird ) ( <number> "" h x <number> "" w x <number> "" flower wall panel positive gorgeous design ... <url>",neg
come back indonesia grey <emphasis> lived see concert . last time come indonesia ? <user>,neg
really want girlfriend,pos
<user> could anyone negative hate ? <number> % positive love <hashtag> let get married,pos
<user> present mommy ? positive pretty please ? <hashtag> positive smart nokia lumi a ) ) ),pos
"<user> cant positive smile positive like , i'm negative bored",neg
football > . lmao thanks dan i'd understand man u playing !,neg
<user> thought id give laugh day .,pos
disney positive beauty beast figure play set - - <number> - pc . ( <number> guest recreate tale old tim ... <url>,neg
"violin school cd , vol . <number> ( suzuki violin school cd ) ( audio cd suzuki method ( r ) positive talent education based ... <url>",neg
<user> dont <hashtag> follow me find negative hurtful,neg
negative rip sushi positive golden gish,neg
<url> positive important meal day,pos
<user> intervieing <user> week ? <hashtag> jay to 2 0 0 k,pos
"deadfall ( john hutchinson novel deep negative isolated northwest territory , four friend start trip ... <url>",neg
negative problem babe :d <user> <user> thanks dear !,pos
<user> u please give link <number> & <number> ?,pos
negative devil ( real ) ( audio cd reissue <number> release negative devil album . <number> eye capture rock'n'roll zeitge ... <url>,neg
fcat today positive thank god,pos
<user> aww thanks favoriting <hashtag> imagine ! would positive like follow ? x,pos
<user> follow <user> co she's fully negative sick dog,pos
monet katemelo,pos
<user> what's negative bitch ?,pos
<<bo>> > rt <user> <user> everything,pos
phase changing cooling universal negative cold pack - leatherbull ( positive free u . . shipping alternative ice pack w / ice negative burn <url>,neg
flokati faux fur rug <number> ' x <number> ' ( celery green look feel real fur ... even rabbit negative jealous ! ... <url>,neg
"styx's storm ( breed ) ( paperback save innocent , young storme montague claw breed negative slave trader ... <url>",neg
globalization state transformation china ( cambridge asia-pacific study globalization created chal ... <url>,neg
"<user> don't know , swimming positive award positive like , , maybe get home ? don't know !",neg
following = = = > <user> follow back ?,pos
<user> really needed today . many gun hand,neg
<user> next weekend think,neg
"<user> hello negative miss cheryl come get . . . oh , negative sorry jen it's . . . <hashtag> tweeting lyric ly ka gangsta <<x>>",pos
positive glad took day feel little positive better goodbye negative stuffy nose,pos
u left though rt <user> <user>,neg
positive happy birthday david tennant . negative miss doctor .,neg
"<user> negative miss <user> < / <number> negative miss <emphasis> , tana needa get together soon",pos
<user> check latest photo visit northern england . <url> york positive favorite city far !,pos
"<number> amigo design protector skin decal sticker apple macbook pro <number> inch ( original , separate trackpad button ... <url>",neg
last game season today gunnah negative miss football <hashtag> mot,neg
tear negative frustration negative disappointment,neg
bbl twitter . i'm missing baby (,neg
<user> kno ( need hangout <emphasis>,neg
<user> leon sat head positive like emma <<no>> i'm actually negative joke lol . okay night ly see tomoro <<x>>,neg
wizard oz ( 70th anniversary ultimate collector's edition ) [ blu-ray ] ( blu-ray positive charming film base ... <url>,neg
<user> hahahah ok ok negative sorry positive like name evey ? xd,neg
<user> exactly . rib seems negative hate klaine u klainers reason . seem positive love finchel <3 <number>,neg
"big negative fall : america's negative failing infrastructure way forward ( hardcover august <number> , - 35w bri ... <url>",neg
stay tuned positive great new addition <hashtag> facebook <hashtag> webpage ! new bio's blog,pos
<user> ' twitcon > > > look positive pretty,pos
<user> <emphasis> :,neg
"<hashtag> tac ler exotics group ( jan wts physalis , <number> x <number> gram , global gap , first class colombia !",neg
<user> that's imma . you'll touch june .,pos
<user> hahaha got ! don't fuckn back ! eww,pos
need drink tea throat negative itch,neg
<user> <user> made day x,pos
gratz's powerpoints + stuff actually understood hilliard's class = positive outstanding essay,pos
"hiring : sr . quality positive assurance & testing specialist ( cary , nc quality positive assurance testing role critica ... <url>",neg
"didn't notice <user> , <user> & <user> follows ... ) positive great .",pos
"<user> you're positive love hunger game moment , seems . positive love .",pos
"<user> let's negative boycott everything chinese , american , israeli & arab = go live negative cave . maybe that'd true activism <number> human positive right",pos
soo positive good looking negative miss ton ton <emphasis> <hashtag> see you soon <hashtag> need to catchup <user>,pos
quay <<morning>> < < < | ( ii hopee shee positive good wish ii culd somethingg !,neg
don't wanna leave mom grandpa,neg
dell inspiron mini duo 3487fnt convertible laptop / tablet ( foggy night sometimes want touch . sometimes ... <url>,neg
"chantal ceramic <number> - cup small tea pot , glossy indigo blue ( kitchen chantal <number> - cup ceramic small positive classic teapot ... <url>",neg
<user> still don't understand anything vector,neg
twitter tumblr <hashtag> i find that positive attractive,pos
<user> lol many tennis court need ?,pos
"<user> i've positive like tweeted <number> time , don't think ever gonna notice , & u won't see , i'm done trying",neg
can't waitt football <<start>> it close far,neg
] midland gxt 1050vp4 <number> - mile <number> - channel fr / gmrs two-way radio ( pair ) ( camo <url>,neg
ona phone w / sissy ashliey . done fucked lmfao,pos
"<url> "" tune sister . "" wish sister",neg
mum positive best don't know i'd without moment .,pos
ikea integrates home theater system uppleva furniture line - pcworld ( blog globe mailikea integrates ... <url>,neg
<user> reason bt im goin sleep nite,neg
"photo : positive pretty positive sexy , count ? <url>",pos
titanic,neg
"positive fruitful fish ( biology resource management series aquaculture , "" fish farming "" rapidly growing ... <url>",neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
feel negative sick thought,neg
i'm negative sad <hashtag>  p bila aku jtuh cinta,neg
- get paid check looking positive like money,pos
<<aw>> thursday <emphasis> rt <user> <user> tell sorors probating thursday 9:20 <hashtag> w k u,neg
<user> <user> positive well wouldn't know positive hug haven't met yet,neg
<user> he's wrinkly :') you'll get lady : l one resist positive adorable puppy zuby's positive cool name : l,pos
<<so>> <user> replied late & already gave <number> th <<wet>> <emphasis> <<sory>> .,neg
rt <user> haha i'm negative sorry ... it's smoking negative fault i'd quit month night ! negative bad influence ! u ...,neg
i'll make negative cry,pos
couldn't handle even came instruction,pos
"14k white positive gold round diamond channel-set hoop earring ( <number> cttw , j color , i2 positive clarity <url>",neg
i'm fact tht saw bae & & three month anniversary,neg
"finally get see positive poetic justice , one time part",pos
""" really positive fun meet fan airport . fan really positive sweet "" kata greyson <hashtag> wg rey so nj kt",pos
<user> lolol :p negative fake hoe,pos
professional expression blend <number> : silverlight ( paperback professional expression blend <number> : silverl ... <url>,neg
<user> oh . . positive goodness ! look youtube watch preview !,pos
"<user> it's positive cool place . , rustic / / positive great <emphasis> positive ready positive welcome india party hehe city",pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> yes ! <url>,pos
<user> u please follow ?,pos
<user> isn't ? positive cute ! negative funny !,pos
course ! <user> coffee packed ? <user> <user> <user> <user> <user> <user>,pos
i'm going marine high school,pos
"<user> heheh , know feel ! know don't speak much always chat need , heheh <<x>>",pos
<user> lol negative ugh probably nothing stomach feel positive like negative shit positive right hbu ?,neg
guess nobdy wanna twitter prom date,neg
<user> didn't time positive work . weekend !,neg
need someone text !,pos
"<user> would look okay positive top one , cause one : l + <<no>> show tomorrow",neg
"rt <user> rt <user> rt <user> "" positive good "" goodbye <emphasis>",neg
<user> <hashtag> every childhood <number> ' ... punjabi,pos
"barengo extra positive fine balsamic vinegar , <number> ounce bottle ( pack <number> barengo extra positive fine balsamic vinegar , <number> ... <url>",neg
positive great ? dwyane wade @ vesuvius park soho nyc knicks heat game ( video <url> <hashtag> nba <hashtag> knicks <hashtag> heat,neg
listening <hashtag> negative scar ca sm <hashtag> pink side blue side positive good hear <user> mic !,pos
"22x30 custom picture frame / poster frame <number> "" wide complete black wood frame ( 262bk frame manufactu ... <url>",neg
follow instagram : <user>,pos
somebody used know - walk earth ( gotye - cover <url> <user>,neg
"sat teddy bear , <<merp>> negative poor thing",neg
<user> really don't care positive lucky negative fake positive like ill negative fake care lol i'm positive great watching movie,neg
<user> <hashtag> team jord is positive thank ! much positive love <emphasis> whatever happens next ... im makin music atta girl <hashtag> sprint loudest fan,pos
<user> near 10:50,neg
"can't go buy flashing toothbrush tomorrow get ticket , wait friday ...",neg
"<user> something negative wrong phone , working ... keep ya posted .",neg
want negative smoke negative blunt ?,pos
hp compaq pavilion dv4021ap notebook / laptop battery 8800mah ( high capacity replacement hp compaq pavilion dv ... <url>,neg
want cuddled sleep . life negative shit .,neg
<user> positive well hunny negative worry . <hashtag> the stone can't stopped !,pos
""" really positive fun meet fan airport . fan really positive sweet "" kata greyson <hashtag> wg rey so nj kt",pos
"<user> dare ! squad ive put together quality , need positive confidence . hoping tasty cup run",neg
biotrue biotrue positive multi-purpose solution <number> - ounce ( pack <number> biotrue positive multi-purpose solution positive soft contact len ... <url>,neg
"also , name team ' power ranger ' ... take back childhood xx",pos
<user> <user> <user> hey guy hope u could follow / rt u <user> =) would mean lot u !,pos
"<user> <<god>> yeah thanks , spent day bed watched big bang theory ... positive good ! xx",pos
<user> lol gonna come get ice pack !,pos
<user> selling <number> ticket orlando florida concert junee 30th also selling parking pas concert,pos
i'm locked phone * negative ugh *,neg
"cooled bestfriend , ain't see grip . cut",pos
"<user> hi , mind promote u ? give update , news , info , also game bout sj snsd gomawo",pos
complete memoir casanova - volume <number> ( special kindle edition ) ( casanova collection giacomo girolamo ca ... <url>,neg
<user> you'll positive fine,pos
<user> took <number> metro card . also sharpe tape seems way label .,pos
followed ? <number> . follow <user> <number> . rt <number> hurry doll,pos
uae female leader discus ' defining positive success ' global network forum - zawya ( registration ) ( press release ... <url>,neg
"course phonetics ( paperback positive easy understand approach build basic , beginning technica ... <url>",neg
<user> meanie * cross arm & negative frown *,neg
<user> <user> tried follow doesn't let <hashtag> negative bad twitter police,neg
positive compatible canon bci 1411c premium ink cartridge ( cyan brand new positive compatible canon bci 1411c cyan ink cartri ... <url>,neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
. 42x wide angle positive panoramic macro fisheye lens panasonic lumix dmc-fz <number> ( electronics <url>,neg
petrol negative panic buyer may saved u double dip negative recession ? negative shock horror ! follow ( ordinary ) people predicted,pos
"lol , ima as whole positive like negative fucking negative scary as !",pos
"oh someone got stabbed outside building , negative tragic",neg
"<user> stfu <number> , yall know half yall don't even negative smoke . tf getting positive happy ? know , tweet",pos
negative <<headache>> .,neg
<user> thanks hun x,pos
negative shock world freestyle ( <user> via <user> artist new freestyle . <user>,neg
follow <user> guy positive win zefron varsity jacket <hashtag> follow pen hoppe allstars go go go na <number>,pos
girl get negative mad cause never want something serious think cause made want go back . negative heartless,pos
"also , name team ' power ranger ' ... take back childhood xx",pos
word look close andy biersack's name <url>,pos
<user> cannot see emoji,neg
<user> never bet jon jones . <user> negative hate always positive win reckon probs positive win ko / tko round <number> . ?,neg
"first , got take dog , look positive like could snow ! x",neg
"also , name team ' power ranger ' ... take back childhood xx",pos
can't believe positive regard time . can't even keep bill straight . negative fuck .,neg
ilove <user> tweet ! really relate lot teenager feel relationship life follow,pos
<user> im really needing tooth paste positive right ( ( (,neg
"writing wall : asian orthography curb creativity ( encounter asia student japan , china ... <url>",neg
plan made two ? feel negative sad adam levine .,neg
don't know much bible : everything need know positive good book never learned ( paperback ... <url>,neg
"one neighbour vacuuming , blaring radio . positive happy anzac day , still positive work tonight though",neg
negative rip belieber elizabeth . ? another part family <emphasis>,neg
<user> make song woman positive like,pos
always negative ruin positive good thing ?,neg
"todd ewen : todd ewen's ' animal hockey ' - breakout basic ( dvd former nhl positive tough guy , todd "" animal "" ewe ... <url>",neg
"another night , another dream ( kindle edition genre : full-figured positive heroine ; multicultural menagecassie thought ... <url>",neg
building story ( pb there's positive wonderful history story discover every building building storie ... <url>,neg
<user> nah let's get negative nasty tweet,pos
sukses kak ! semangatt rt <user> still positive amazed w / positive beauty gion - kyoto night . day <number> way orenji garden <user>,pos
"you're flirting negative death . im destroying livelihood , ain't hurtin rep",pos
negative miss sport plex time ! positive love place .,neg
early morning headed dentist negative rough night positive thankful god gave another opportunity positive better day,pos
<user> im connecting directly modem still showing nat negative restricted message people appear italic ?,neg
<hashtag> thing that make me positive happy family,pos
teenager made <user> coffee . positive good time <hashtag> negative pointless name dropping,pos
<user> ik u wont see tweet always tweet everyday hoping you'll replay ! bday week ! positive happy bday ?,pos
<user> positive great meeting & positive glad positive good time @ tortilla flat . i'm mood mexican let's grab coffee soon ! ~ mc,pos
<user> think u positive work would negative beg differ hahah .,pos
kinda hungry ... really wanna go grocery shoppin n cook sum stuff def dont cash <number> rite,neg
yo knee negative hurt negative <<bad>> <user> <user>,neg
undergraduate's companion arab writer web site ( author research series companion provi ... <url>,neg
shoot <user> keep posted upcoming air date . positive peace positive love,pos
"<user> haha know , what's happening negative hate studying negative stress stressed <emphasis>",neg
<user> hahaa thought youd positive pleased . <<x>>,pos
trunk music ( harry bosch ) ( mass market paperback following heel positive extraordinary new york time ... <url>,neg
<user> lmfao yu said last night & we'll stretch eachother <3 <hashtag> cheerleading negative problem,pos
emma negative outlaw ( mass market paperback despite unconventional upbringing - - she'd adopted ... <url>,neg
<user> <<no>> < \ \ <number> ill really negative sad i'm sure wouldnt though,neg
negative cheap monday - women's goldie dress ( black negative loose fitted empire-waist cotton dress negative twisted shoulder strap ... <url>,neg
"positive enjoyed positive amazing meal crix , going watch rest u positive idol wash & brings coffee <url>",pos
positive work thursday friday saturday ! yippie ! least get paid friday,pos
ash : negative hang negative dick . ben : rock cock . we're watching jerseyshore,pos
positive top <number> song negative cry <url>,pos
negative missed 700th tweet,neg
piero della francesca legacy ( study history art international quincentenary assessment ... <url>,neg
<user> don't feel okay though,neg
learning xslt ( paperback xslt positive powerful language transforming xml document something else . ... <url>,neg
really don't want positive work today ...,neg
<user> yeah i'm negative sorry ( hope didn't get positive ready,neg
<<aw>> get positive well soon bos rt <user> butt full injection hole stomach full pill ... <hashtag> the positive good life <hashtag> how u living,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
laughing make live thats ima negative die old af ' !,pos
shout <user>,pos
positive ideal man ( thorndike press large print basic series new york time bestselling author julie garwood delive ... <url>,neg
<user> news negative shocked positive heroine saga . negative bad !,neg
knicks play cavs tonight negative bad it's aired,neg
overcoming heterosexism homophobia : strategy positive work ( men--between woman text provides id ... <url>,neg
<user> positive <<awe>> positive <<work>> da widdlee woorrkn man ! positive proud b,pos
sound white negative noise ( audio cd negative limited <number> digitally remastered expanded edition american negative thrash ... <url>,neg
<user> dm justin ? tell justin follow .,neg
lexerd - olympus mju <number> sw truevue crystal positive clear digital camera screen protector ( dual pack bundle lexerd ... <url>,neg
<user> ( ( ( come london please,neg
"<user> <user> <user> feel positive free join hick , nigga )",pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> hahaha ... oke jer ... small piece la ... hahaha ...,pos
said ima negative fat girl negative skinny girl body,neg
<user> haha ! positive well time since last tweet pissed thundering !,neg
"chipo's gift ( paperback chipo , inquisitive mopani worm south africa , take chance follows dr ... <url>",neg
<<argh>> negative bastard <emphasis> negative fuck negative idiot . rain hasn't even started yet > .,neg
<user> u please ask btr already knew albanian fan ?,pos
"really , though . u negative stupid ? it's obvious positive like . hide ? there's nothing negative lose . xx",pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
someone come round look . feel positive like negative shit,neg
<user> golfed cousin today <hashtag> small world,pos
"13x16 custom picture frame / poster frame <number> "" wide complete brown wood frame ( 262ash138 frame manuf ... <url>",neg
microsoft m03 - <number> wireless intellimouse explorer tilt wheel ( platinum ) ( personal computer microsoft wi ... <url>,neg
<user> positive amazing ! positive amazing ^ ^ cant wait u r positive amazing positive angel ... u r positive amazing kid ... u r positive amazing positive idol ... u r positive amazing baby ... <<k>> !,pos
<<so>> long positive like old time positive love ! <url>,pos
<user> please shoutout ? we're trying get <number>,pos
"<number> % & jamaican restaurant , charger - _ -",neg
<user> you'll tell abt beat myslf sec tme missd tht positive fun,neg
"<user> <<know>> ! <number> character positive enough lol yes , yes <<sure>>",pos
new blog post <hashtag> share point online storage update ( upper bound 25tb & add-on storage price drop <url> <hashtag> office 3 6 5,neg
"screaming positive happy birthday bestest little sister ever , nevaeh <emphasis> finally <number> ! positive love tho",pos
starting operating business utah ( starting operating business u . . starting operatin ... <url>,neg
positive stable negative nightmare negative weird tale : anthology ( supernatural occult negative fiction series <url>,neg
<user> messaged ur negative wack as phone <emphasis> <<gr>>,pos
know rt <user> rt agxan : negative hard tell feel <emphasis>,pos
unmarketing : stop marketing . start positive engaging . ( kindle edition one positive leading expert viral soci ... <url>,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
"<user> oppa , know cancellation bluestorm jkt hasn't finish yet ? don't receive money back",neg
prom dress soon . positive better start looking tie <user>,pos
indonesian tv channel hasn't reported news sj arrival . positive welcome indonesia positive super junior,neg
"<user> <number> - day shipping , hehe . get !",pos
positive serenity : selection inspired emmy positive award positive winning anne green gable ( audio cd relaxing theme melodie ... <url>,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> actually capacity understand isn't competition artist called positive intelligence,pos
<user> <user> sure <emphasis> omg <emphasis> can't wait <emphasis> excitated <emphasis> <hashtag> boyfriend ! positive idol follow ? <number>,pos
negative ugh . wish could stay .,neg
<user> don't listen negative hater bring ! pay mind <<wannabes>> got back girl <emphasis> snook life,pos
wat say positive favorite color <url>,pos
<user> im movin forward positive best friend . actually think im gonna end graduatin . positive love life,pos
"<user> <url> 21st june , hammersmith apollo , <user> positive supporting , one tree hill",pos
<user> hey luv ?,pos
happened <emphasis> rt <user> negative hating mah life att moment <emphasis>,neg
rt u followed <user> follow u,pos
"honestly anything ... phone , laptop , ipod football . something go . - . - rt <user> <user> unfair .",neg
<user> <user> <user> <user> <user> <user> <user> <user> present !,pos
dropped iphone cup last night it's workin i'm negative sad !,neg
<user> mud hill went hill made positive better,pos
"original astroglide personal lubricant , <number> - ounce bottle ( health positive beauty developed mimic natural body flui ... <url>",neg
"<user> already know , positive beautiful ! omg wish look half xx louis",pos
"<user> positive well that's positive good . negative sick today gonna lift finger day haha , positive nice shift",pos
sleep positive best meditation - dalai lama positive good night traveler,pos
<user> getting divorced !,neg
<user> thanks airen,pos
yes ! rt <user> start cleaning house . <user> told morning .,neg
<user> wish positive good thing school almost <emphasis> negative miss bestie <emphasis>,neg
<user> please follow tweet never notice please please please <<x>>,pos
<user> that's negative sad,neg
positive happy back school past two day,pos
positive cute toddler lady negative bug costume ( <number> everyone's positive favorite little lady negative bug become positive adorable litt ... <url>,neg
teach beginner's german ( teach cd designed really want learn german ... <url>,neg
met really positive cool ppl tonight > > > |,pos
"sex , straight ( harlequin blaze ) ( mass market paperback meeting positive handsome negative loner deserted beach ... <url>",neg
positive <<cute>> <url> ... negative bad pink :p,pos
i'm negative sick hypoing time ! it's negative horrible feeling,neg
? rt <user> <user> thanks fb positive pretty lady,pos
<user> u want short,pos
gift idea ; gps ( garmin ) home stuff .,pos
<user> positive yay ! :d believe : <number> although america ... don't money xd positive lucky,pos
<user> follow back please ?,pos
weekend gonna positive fun tell gotta keep mind positive work first though .,pos
<user> aw positive good ! hahah would done :p <<x>>,pos
<user> they're 4th & 5th grade & finished <number> week state testing ... they're positive pretty much done year .,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
"energy - cherry , <number> oz , ( herbal group stay peak performance anywhere , anytime ! energy positive feat ... <url>",neg
"<user> think i've twitter <number> year i've tried sometimes get reply , guess positive luck",pos
web negative debt ( paperback exploding negative myth money . money system positive led negative belie ... <url>,neg
<user> broward idk im moving apt . hollywood plantation yet though,pos
who's going california summe <<of>> girl,pos
"rt <user> <user> im counting day till <hashtag> positive beautiful creature movie , <number> day go ! 1st feb cant come quick positive enough <emphasis>",pos
<user> <<thanks>> <<doozie>> <<doozie>>,pos
bby kiss througt phone,pos
"<<m>> , negative miss positive significant tho ( (",neg
cuz end girl ur gonna wanna another round !,pos
<user> hey babe . ? xx,pos
don't positive like kraken cake <emphasis> <user> <user> positive celebrate homecoming ! <url>,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
men's full zip blue sweatshirt featuring prancing horse ( l cotton sweatshirt featuring positive shiny nickel zip ... <url>,neg
"forever young want , really want live forever ... forever young",pos
<user> see ? hunted positive best ability k . <url>,neg
<user> negative horrid positive good picture t'graph seagull carrying duckling,neg
want set negative alarm <hashtag> negative killer .,neg
<user> positive thank ! positive love <3 ppl positive love u,pos
"<user> yea complete objective n multiplier increase , score increase dramatically already negative bored though :p",pos
<user> <user> <user> hahah already got someone group already ! still want ?,neg
<user> thought id say - negative miss havent seen age d: <3,neg
"sam teach java <number> hour ( 5th edition ) ( paperback <number> lesson one hour le , ... <url>",neg
wine glass id tag ( card symbol positive durable snap-on clip let guest identify stemware g ... <url>,neg
<user> thanks man i'm actually travelling exeter take part met office . always wanted go !,pos
<user> positive well id <number> cat . youd really negative disapointed,pos
<user> see pic picture,pos
<user> aw really really hope feel positive better ! one positive like deserves positive amazing ! don't ever think different ! xoxox <3,neg
"<user> ear feel negative funny , wet willy gave",neg
glass photo coaster - baby shower gift & wedding positive favor ( set <number> search finally unique p ... <url>,neg
"negative broken glass float : growing khmer rouge ( hardcover cambodian proverb , "" negative broken gla ... <url>",neg
<user> hi would positive like come back italy ? positive love ya . follow please x,pos
finished algebra homework studyhall <hashtag> first time ever <hashtag> go me,pos
would positive like say god positive luck <user> know,pos
<user> - iforever ft . cyco mp 38click ( produced positive sincere <url> via <user>,neg
<<so>> gutted im going newquay,neg
<user> another positive happy birthday another fan ! hope positive great day,pos
- <hashtag> ff <user> she's positive pretty & petite & ppl say kinda look alike ! ( iont see though ) shes koo,pos
aww call someone ovum yu got da positive free rt <user> negative lonely kajah rt <user> wats negative wrong ? rt <user>,neg
<user> kfc positive nice <emphasis>,neg
<user> it's every <number> hour,pos
"school architecture , planning policy development itb <number>",pos
"<user> can't watch , i'll end tear . really don't know happened society .",neg
negative worst procrastinator ever .,neg
<user> <user> szeyii going . don't think positive free la . <number> <number> .,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
"<user> positive well , fly tokyo <number> hour .",pos
/ apple ipod touch <number> gb 4th generation ( white <url>,neg
<user> still give picture sunday ? reply please :d,pos
really wished pris went rp,neg
<user> wit negative bad,neg
"positive good positive luck kak "" <user> believe allah everything would okay """,pos
""" really positive fun meet fan airport . fan really positive sweet "" kata greyson <hashtag> wg rey so nj kt",pos
want go home <hashtag> fm l,neg
<number> already can't sleep (,neg
<user> night . ring go,pos
negative friggin hungry . absolutely money .,neg
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
new house marmaris <number> year later <url>,pos
"<user> aw , ask follow ? haha , trying long time ! she's positive inspiration . positive fun two ! xx",pos
always positive smile wen think chu,pos
still ' make ship ' button though,neg
"<user> negative hard conversation official . please , conversation account . don't delete",neg
nail went negative hell took negative fake one chipping place . ughh,neg
<user> need get together one day,pos
positive best friend someone england uk ? please <emphasis> okay,neg
<hashtag> negative unattractive thing about me negative lazy texter reply u're special,pos
<user> ... it's it's .,neg
<user> know .,pos
